ID,Link,Date,Username,Message,Country,Like,Topic,Thread
4113872,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/#post-4113872,"Mar 10, 2015 at 9:00 AM",Msbrar,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""Pippin""><aside><div class=""attribution type"">Pippin said:							</div><blockquote class=""quoteContainer""><div class=""quote"">NO. Not a good idea at all. You cannot say you are single if you have a spouse and child. That is called misrepresentation and can get you a ban from Canada for several years. You must include them in your application and if granted a visa, you can choose when they arrive after you land, as long as it is within a year or prior to expiry of their passports, which ever is first.</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>Thanks for info.<br/><br/>I mean to say that i will not mention myself as single. But i want apply for Immigration as a single, is it not possible?						<div class=""messageTextEndMarker""> </div>",NA,4,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4113960,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/#post-4113960,"Mar 10, 2015 at 4:51 PM",fpaikar,"You must declare your legal status in the documentation. If you do not, you face charges of misrepresentation or if you made it to Canada, you would never be able to sponsor your family members as they were not included in your initial application.						<div class=""messageTextEndMarker""> </div>",NA,504,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4113992,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/#post-4113992,"Mar 10, 2015 at 5:29 PM",fpaikar,"Perhaps I am misunderstanding your question?  Do you mean you want to apply (and include your family in your application), but only you would come to Canada and get established?  This is possible.  BUT, your family would have to come before the medicals expire in one year, or passport expiry, which ever comes first. If they do not come to Canada by that time, you would have to go through sponsorship of them. Hope this makes sense.						<div class=""messageTextEndMarker""> </div>",NA,504,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4114764,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/#post-4114764,"Mar 10, 2015 at 5:45 PM",Harbiola21,"Hey guys in my Application/profile details for EE Job Bank Registration is still showing as pending where as I have already registered there, Can you guys kindly help me know if my profile is already in the EE pool?<br/><br/>Thanks,<br/>Raj						<div class=""messageTextEndMarker""> </div>",NA,3,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4114876,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/#post-4114876,"Mar 10, 2015 at 11:49 PM",MD. UMAR FARUK,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""YamPower""><aside><div class=""attribution type"">YamPower said:							</div><blockquote class=""quoteContainer""><div class=""quote"">a) Have your <b>application fee</b> (C$550 for principal applicant) and <b>right of permanent resident fee</b> (C$490 each for principal applicant and spouse) ready <br/>http://www.cic.gc.ca/english/information/fees/fees.asp</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>Excellent write-up. Minor thing, the application fee applies to the principal applicant as well as the spouse.<br/>I wish you could pin posts like this to the top.						<div class=""messageTextEndMarker""> </div>",NA,9,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4115059,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4115059,"Mar 9, 2015 at 10:13 AM",keerthiv,"Do you know what postdoctoral fellow already working in Canada (that were exempted from LMIA) and with an arranged offer of employment can do to get the 600 points? <br/>My contract ends (and will be renew) next October and I cannot get an LMIA till then. What can I do????<br/>Many thanks for your help!						<div class=""messageTextEndMarker""> </div>",NA,1,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4115147,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4115147,"Mar 11, 2015 at 2:04 AM",disegnata,"Hi YamPower ,<br/><br/>Amazing explanation , I just had a doubt here . <br/>Suppose one receives an ITA and he submits all his required documents how is it determined that he has got a Job . <br/><br/>I mean he has to upload his resume on the Job Bank and does getting an ITA = getting a Job <br/><br/>Can you please through some light on how does one get / find an employment ? do we need to have a PNP or LMIA after we have got a ITA <br/><br/>Thanks						<div class=""messageTextEndMarker""> </div>",NA,2,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4115897,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4115897,"Mar 11, 2015 at 2:32 AM",disegnata,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""disegnata""><aside><div class=""attribution type"">disegnata said:							</div><blockquote class=""quoteContainer""><div class=""quote"">Do you know what postdoctoral fellow already working in Canada (that were exempted from LMIA) and with an arranged offer of employment can do to get the 600 points? <br/>My contract ends (and will be renew) next October and I cannot get an LMIA till then. What can I do????<br/>Many thanks for your help!</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>Hi,<br/>an employment without LMIA is not considered ""Arranged"" by the CIC (even if LMIA exempt like in your case or PGWP). You can apply though but without 600 points.						<div class=""messageTextEndMarker""> </div>",NA,67,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4116177,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4116177,"Mar 11, 2015 at 7:42 AM",Rud111,"Hi Mate,<br/><br/>I am also in same situation, not finding the way from where I can get the LIMA document/approval etc.. Me too on the same Intra-company transfer program in Canada. I am not sure who will provide us the LIMA document etc.<br/><br/>Please guide step by step with full details..<br/><br/>Thanks						<div class=""messageTextEndMarker""> </div>",NA,3,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4116187,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4116187,"Mar 11, 2015 at 9:16 AM",Nikhil89,"Hi Mate,<br/>I have 1 more question - <br/><br/>What if I have apply for EE as married  ( by stating my spouse / child will not accompanying with me )   - This will gives me more points in the POOL..<br/><br/>An in case I got invitation and PR approved later .. then Can my spouse/child come to Canada on TRV ?<br/><br/>Thanks						<div class=""messageTextEndMarker""> </div>",NA,3,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4116714,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4116714,"Mar 11, 2015 at 9:19 AM",Nikhil89,"Hi there, <br/>my younger brother is a permanent resident and has recently gone to canada with his wife. can I claim adaptability points for relatives in Canada. thanks<br/>saadjaan						<div class=""messageTextEndMarker""> </div>",NA,0,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4118191,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4118191,"Mar 11, 2015 at 11:30 AM",Mahamat Sinine Gattar,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""saadjaan""><aside><div class=""attribution type"">saadjaan said:							</div><blockquote class=""quoteContainer""><div class=""quote"">Hi there, <br/>my younger brother is a permanent resident and has recently gone to canada with his wife. can I claim adaptability points for relatives in Canada. thanks<br/>saadjaan</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>Yes, that can count toward your points when calculating if you have the minimum 67 points for FSW						<div class=""messageTextEndMarker""> </div>",NA,495,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4118766,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4118766,"Mar 11, 2015 at 6:18 PM",Md. Kawsar Hossain,"I had a query regarding completing my EE profile. I am currently working in Canada since one year. There is a section where it asks ""do you have job offer""? Should I answer yes and mention I do not have LMIA (as I do not have one) or should I answer no.<br/>Can the current employment be considered as Job offer?						<div class=""messageTextEndMarker""> </div>",NA,1,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4118958,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4118958,"Mar 11, 2015 at 11:17 PM",nov1061,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""YamPower""><aside><div class=""attribution type"">YamPower said:							</div><blockquote class=""quoteContainer""><div class=""quote"">It's all on the CIC site: http://www.cic.gc.ca/english/immigrate/skilled/index.asp<br/><br/>But...<br/><br/>(Please note that this info does not apply to the Federal Skilled Trades Program)<br/><br/><b>1) Determine your eligibility</b> by doing this CIC quiz http://www.cic.gc.ca/ctc-vac/ee-start.asp<br/><br/><b>2) Get your language test(s) done. </b>You must get at least CLB 7 in each of the four sections for the Federal Skilled Worker (FSW), Provincial Nomination Program (PNP) or Canadian Experience Class (CEC) streams. But getting CLB 10 gives you maximum points for language. <br/><br/>How does CLB match back to the language tests? That info is here --&gt; http://www.cic.gc.ca/english/resources/tools/language/charts.asp<br/><br/><b>3)</b> Get your qualifications assessed by doing an <b>Education Credential Assessment</b>. Details here --&gt; http://www.cic.gc.ca/english/immigrate/skilled/assessment.asp<br/><br/><b>4)</b> Determine the code that best applies to you on the <b>National Occupation Classification (NOC)</b> list http://www.cic.gc.ca/english/immigrate/skilled/noc.asp<br/><br/>The occupation must be NOC 0, A, or B for FSW or CEC. <br/><br/><b>5)</b> When you have those in hand you <b>create your express entry profile</b>. http://www.cic.gc.ca/english/immigrate/skilled/profile.asp and <b>register for the Job Bank</b> http://www.jobbank.gc.ca/home-eng.do?lang=eng<br/><br/>You'll be given points based on your age, education, number of years work experience, and language skills. The points system is detailed here --&gt; http://www.cic.gc.ca/english/express-entry/grid-crs.asp<br/><br/>You'll be in a pool with thousands of other applicants http://www.cic.gc.ca/english/immigrate/skilled/pool.asp<br/><br/>Of course, the more points you have the better. The max is 1200, with 600 of those points coming from  your ability to snag a PNP or a job offer with a very hard to get Labour Market Impact Assessment http://www.cic.gc.ca/english/work/employers/lmo-basics.asp<br/><br/>For CEC applicants, the max is 600 but someone who has no work experience in Canada who is only eligible for FSW can only get up to 520 points.<br/><br/><b>6) Finally, wait for your invitation to apply (ITA</b>). But in the interim you will need to do the following:<br/><br/>a) Have your <b>application fee</b> (C$550 each for principal applicant and spouse) and <b>right of permanent resident fee</b> (C$490 each for principal applicant and spouse) ready <br/>http://www.cic.gc.ca/english/information/fees/fees.asp<br/><br/>b) Identify how you will provide<b> proof of funds </b>http://www.cic.gc.ca/english/immigrate/skilled/funds.asp<br/><br/>c) check out what is required for the <b>police certificates </b>http://www.cic.gc.ca/English/information/security/police-cert/index.asp<br/><br/>d) find out how long it takes to get a date for the<b> medical exam</b>. http://www.cic.gc.ca/english/information/medical/medexams-perm.asp<br/><br/>e) contact previous and current employers about them providing <b>job letters</b>. You must have at least 12 months of full-time, or an equal amount in part-time, skilled work experience. Full-time work means at least 30 hours of paid work per week. Work experience while you were a full-time student does not count.   <br/><br/>f) <b>research cities</b> in the province(s) where you want to live.</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>very helpful indeed yam power for the newbies here +1 to u mate!						<div class=""messageTextEndMarker""> </div>",NA,5,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4119344,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4119344,"Mar 12, 2015 at 12:52 AM",nov1061,"Thank you for your guidance  <img alt="";)"" class=""mceSmilieSprite mceSmilie2"" src=""styles/default/xenforo/clear.png"" title=""Wink    ;)""/> <img alt="";)"" class=""mceSmilieSprite mceSmilie2"" src=""styles/default/xenforo/clear.png"" title=""Wink    ;)""/> <img alt="";)"" class=""mceSmilieSprite mceSmilie2"" src=""styles/default/xenforo/clear.png"" title=""Wink    ;)""/> <img alt="";)"" class=""mceSmilieSprite mceSmilie2"" src=""styles/default/xenforo/clear.png"" title=""Wink    ;)""/><div class=""messageTextEndMarker""> </div>",NA,0,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4119813,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4119813,"Mar 12, 2015 at 3:47 AM",Mahamat Sinine Gattar,"very good summary with appropriate ref.<br/>thanks						<div class=""messageTextEndMarker""> </div>",NA,4,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4120453,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4120453,"Mar 12, 2015 at 7:01 AM",Nikedev,"Hello YamPower,<br/><br/>Thanks for posting this it is very much helpful. <br/><br/>I need one more favour if you can answer this for me, I have one year experience in India and  Is it necessary to have tax return filed for the pay of my job. In another words, can you please provide me link which have required documents list after receiving in ITA, So I can collect it  before creating profile.<br/><br/>Thanks!						<div class=""messageTextEndMarker""> </div>",NA,2,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4120821,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4120821,"Mar 12, 2015 at 10:56 AM",Nikedev,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""gurubhai""><aside><div class=""attribution type"">gurubhai said:							</div><blockquote class=""quoteContainer""><div class=""quote"">Hello YamPower,<br/><br/>Thanks for posting this it is very much helpful. <br/><br/>I need one more favour if you can answer this for me, I have one year experience in India and  Is it necessary to have tax return filed for the pay of my job. In another words, can you please provide me link which have required documents list after receiving in ITA, So I can collect it  before creating profile.<br/><br/>Thanks!</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>You need to Provide Offer Letter and Exp letter with Pay stubs if required						<div class=""messageTextEndMarker""> </div>",NA,9,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4121285,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4121285,"Mar 12, 2015 at 12:30 PM",ahsankaf,"Do I need to pay 550$ right after I submit my application to the pool OR when I receive an ITA?						<div class=""messageTextEndMarker""> </div>",NA,2,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4121399,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-2#post-4121399,"Mar 12, 2015 at 2:31 PM",Nikedev,"I have one question: <br/>Will CIC require a proof for all the declared job experience in the past? I already have enough job experience to qualify but I also have some past self-employed job experience which I do not have proof for (it's around 10 years ago). I am wondering if I should take that off my profile to avoid a misunderstanding in case they asked for proof.						<div class=""messageTextEndMarker""> </div>",NA,1,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4121417,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-3#post-4121417,"Mar 9, 2015 at 10:13 AM",keerthiv,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""hybridin""><aside><div class=""attribution type"">hybridin said:							</div><blockquote class=""quoteContainer""><div class=""quote"">Do I need to pay 550$ right after I submit my application to the pool OR when I receive an ITA?</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>When you Submit your COMPLETED Application document after you receive your ITA						<div class=""messageTextEndMarker""> </div>",NA,9,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4121426,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-3#post-4121426,"Mar 12, 2015 at 3:05 PM",vinodram,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""mokachino""><aside><div class=""attribution type"">mokachino said:							</div><blockquote class=""quoteContainer""><div class=""quote"">I have one question: <br/>Will CIC require a proof for all the declared job experience in the past? I already have enough job experience to qualify but I also have some past self-employed job experience which I do not have proof for (it's around 10 years ago). I am wondering if I should take that off my profile to avoid a misunderstanding in case they asked for proof.</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>Only mention job experience for which you can get a job letter.						<div class=""messageTextEndMarker""> </div>",NA,495,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4121698,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-3#post-4121698,"Mar 12, 2015 at 3:06 PM",vinodram,"Dear Experts,<br/><br/>I completed my Degree in 2012. My exams were over in May 2012 and I started at my current Job position in June 2012. But my Degree has 14 September 2012 as the issuance date. <br/>My question is will my work experience date start from June or September?<br/>Please advice!						<div class=""messageTextEndMarker""> </div>",NA,1,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4122224,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-3#post-4122224,"Mar 12, 2015 at 4:43 PM",mcls,"I have a question about foreign work experience for skills transferability,,,,,,whether it has to be in 1 NOC only or it can a combination of jobs in NOC 0 A or B to get full 50 points along with IELTS. I know minimum of 1 year is required in a particular NOC but about the 3 years for 50 points<br/>reply will really be appreciated						<div class=""messageTextEndMarker""> </div>",NA,4,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4123981,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-3#post-4123981,"Mar 12, 2015 at 8:59 PM",Tabukese Abdnego Ben,"Yampower, if you have a job offer does the employer need to apply for an LMIA also?<br/><br/>Thanks for any advice!						<div class=""messageTextEndMarker""> </div>",NA,0,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4124339,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-3#post-4124339,"Mar 13, 2015 at 8:50 AM",YamPower,"<div class=""bbCodeBlock bbCodeQuote"" data-author=""Canche""><aside><div class=""attribution type"">Canche said:							</div><blockquote class=""quoteContainer""><div class=""quote"">Yampower, if you have a job offer does the employer need to apply for an LMIA also?<br/><br/>Thanks for any advice!</div><div class=""quoteExpand"">Click to expand...</div></blockquote></aside></div>In order to get the golden 600 points, yes you need LMIA with the job offer.						<div class=""messageTextEndMarker""> </div>",NA,495,Express Entry / Expression of Interest,Express Entry Step by step instructions.
4124565,https://www.canadavisa.com/threads/express-entry-step-by-step-instructions.273928/page-3#post-4124565,"Mar 13, 2015 at 10:57 AM",YamPower,"[quote author=YamPower <br/><br/><br/><br/><br/><br/><br/>[/quote]<br/><br/>Excellent work here. I have clarifications though. Do I necessarily obtained the first 3 steps before making EE profile or will it be fine if I create a profile while waiting the ECA result considering that the processing time takes about 5 months?<br/><br/>With regards to the application fee, when should the applicant pay the 550 cad? After the Ita is received or while waiting for the ITa?<br/><br/>How about the settlement fund, should the applicant prepare for it prior to the creation of the EE profile or only after an ITA is received should a proof of fund be presented as proof?<br/><br/>Looking forward to your answer. Thank you						<div class=""messageTextEndMarker""> </div>",NA,0,Express Entry / Expression of Interest,Express Entry Step by step instructions.
